run_family,scenario_name,description,mechanism,num_outcomes,fee_bps,protocol_fee_bps,event_count,path_labels,max_price_change,all_prices_within_tolerance,all_buy_quotes_improved,lp_fairness_rows,solvency_passed,path_terminal_states,path_max_price_diff,path_max_funds_diff,path_max_residual_claimed_diff,reserve_required,releasable_pool,total_residual_claimed,divergence_implemented,divergence_max_price_entry_diff,divergence_max_quote_diff,divergence_max_nav_diff,divergence_max_nav_per_deposit_diff,divergence_solvency_match,invariant_failures
deterministic,neutral_late_lp,Near-neutral market with one late LP joining after balanced trading.,reference_parallel_lmsr_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0,174.8128461734194530408298682,174.8128461734194530408298682,False,,,,,,0
deterministic,neutral_late_lp,Near-neutral market with one late LP joining after balanced trading.,global_state_fungible_fees_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0,174.8128461734194530408298682,174.8128461734194530408298682,True,1.692259504427551766395253783E-29,3.318756508239871852862705333E-27,0,0,True,0
deterministic,skewed_late_lp,Skewed market where an LP joins after one-sided order flow develops.,reference_parallel_lmsr_reserve_residual,3,100,25,11,primary,2.373209603267881507115591096E-29,True,True,2,True,1,0,0,0,0,172.3073872222507602353057863,172.3073872222507602353057863,False,,,,,,0
deterministic,skewed_late_lp,Skewed market where an LP joins after one-sided order flow develops.,global_state_fungible_fees_reserve_residual,3,100,25,11,primary,1E-80,True,True,2,True,1,0,0,0,0,172.3073872222507602353057863,172.3073872222507602353057863,True,1.931103403218438390843441723E-29,1.562319718237439645619824510E-26,0,0,True,0
deterministic,long_tail_late_lp,Long-tail market with many outcomes and one late LP entry.,reference_parallel_lmsr_reserve_residual,8,100,25,10,primary,3.374692031740994479984785479E-29,True,True,2,True,1,0,0,0,0,430.9587163292799935179050882,430.9587163292799935179050881,False,,,,,,0
deterministic,long_tail_late_lp,Long-tail market with many outcomes and one late LP entry.,global_state_fungible_fees_reserve_residual,8,100,25,10,primary,4E-80,True,True,2,True,1,0,0,0,0,430.9587163292799935179050881,430.9587163292799935179050881,True,4.089545676090504386575819335E-29,4.113632320839174190388097129E-27,0,0,True,0
deterministic,early_vs_late_same_delta_b,Earlier and later LP cohorts both add the same delta-b under different market states.,reference_parallel_lmsr_reserve_residual,3,100,25,12,primary,2.624120992910607646011639570E-29,True,True,3,True,1,0,0,0,0,189.7335490524779885235554999,189.7335490524779885235554999,False,,,,,,0
deterministic,early_vs_late_same_delta_b,Earlier and later LP cohorts both add the same delta-b under different market states.,global_state_fungible_fees_reserve_residual,3,100,25,12,primary,2E-80,True,True,3,True,1,0,0,0,0,189.7335490524779885235554999,189.7335490524779885235554999,True,2.636127865224893111038456986E-29,4.571362005618872722001083632E-27,0,0,True,0
deterministic,same_final_claims_different_timing,"Same final claims and LP size, but different LP entry timing for fairness/path-dependence comparison.",reference_parallel_lmsr_reserve_residual,3,100,25,10,lp_before_second_trade|lp_after_second_trade,1E-80,True,True,2,True,2,0,0.00003325045902808599741452,41.26519071993867056157512671,0,163.7003719768995612387760522,163.7003719768995612387760522,False,,,,,,0
deterministic,same_final_claims_different_timing,"Same final claims and LP size, but different LP entry timing for fairness/path-dependence comparison.",global_state_fungible_fees_reserve_residual,3,100,25,10,lp_before_second_trade|lp_after_second_trade,0E-80,True,True,2,True,2,0,0.00003325045902808599741442,41.26519071993867056157512671,0,163.7003719768995612387760522,163.7003719768995612387760522,True,1.765644502063622099440143929E-29,2.553817375184889134398271775E-27,0,0,True,0
deterministic,cancellation_refund_path,"Cancellation path with active LP cohort, refunds, and post-refund LP residual claims.",reference_parallel_lmsr_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0E-27,174.9010791734211691006217323,174.9010791734211691006217323,False,,,,,,0
deterministic,cancellation_refund_path,"Cancellation path with active LP cohort, refunds, and post-refund LP residual claims.",global_state_fungible_fees_reserve_residual,3,100,25,9,primary,0E-80,True,True,2,True,1,0,0,0,0E-27,174.9010791734211691006217323,174.9010791734211691006217323,True,1.765644502063622099440143929E-29,1.185701875453484651450107352E-26,0,0,True,0
deterministic,repeated_lp_entries,"Multiple LP cohorts join during active trading, including after an intermediate sell.",reference_parallel_lmsr_reserve_residual,3,100,25,15,primary,3.709404702152548257295422586E-29,True,True,4,True,1,0,0,0,0,212.3419422003601733705637673,212.3419422003601733705637672,False,,,,,,0
deterministic,repeated_lp_entries,"Multiple LP cohorts join during active trading, including after an intermediate sell.",global_state_fungible_fees_reserve_residual,3,100,25,15,primary,2E-80,True,True,4,True,1,0,0,0,0,212.3419422003601733705637673,212.3419422003601733705637673,True,1.391792870270238438400451547E-28,1.608465989152222864691681163E-26,1E-25,1E-27,True,0
deterministic,zero_flow_nav_invariance,"Zero-flow LP entry sanity check: no trades after entry, used for NAV invariance validation.",reference_parallel_lmsr_reserve_residual,3,100,25,3,primary,1E-80,True,True,2,True,1,0,0,0,0,0,0,False,,,,,,0
deterministic,zero_flow_nav_invariance,"Zero-flow LP entry sanity check: no trades after entry, used for NAV invariance validation.",global_state_fungible_fees_reserve_residual,3,100,25,3,primary,0E-80,True,True,2,True,1,0,0,0,0,0,0,True,1.749608034591205306934130252E-29,6.417475502583301159305912706E-27,0,0,True,0
deterministic,same_block_trade_reordering,Same-block reordering stress test around LP entry and adjacent trades.,reference_parallel_lmsr_reserve_residual,3,100,25,10,lp_after_block_trade|lp_before_block_trade,2E-80,True,True,2,True,2,0,0.00002464681597011885414903,35.81525789277820514222617968,0,159.8811839265850595564737302,159.8811839265850595564737301,False,,,,,,0
deterministic,same_block_trade_reordering,Same-block reordering stress test around LP entry and adjacent trades.,global_state_fungible_fees_reserve_residual,3,100,25,10,lp_after_block_trade|lp_before_block_trade,0E-80,True,True,2,True,2,0,0.00002464681597011885414903,35.81525789277820514222617968,0,159.8811839265850595564737302,159.8811839265850595564737301,True,1.692229435583110898516010674E-29,8.734780043416597363130665602E-27,0,0,True,0
deterministic,reserve_residual_claim_ordering,"Reserve-based residual ordering test: LPs claim free residual before all winners claim, with LP claim order permuted.",reference_parallel_lmsr_reserve_residual,3,100,25,10,creator_first|late_first,2.278464662389038128671194182E-29,True,True,2,True,2,0,1.3E-25,1E-25,0,186.0873582170831912662541320,184.2345449439116726932713014,False,,,,,,0
deterministic,reserve_residual_claim_ordering,"Reserve-based residual ordering test: LPs claim free residual before all winners claim, with LP claim order permuted.",global_state_fungible_fees_reserve_residual,3,100,25,10,creator_first|late_first,0E-80,True,True,2,True,2,0,1.3E-25,1E-25,0,186.0873582170831912662541320,184.2345449439116726932713014,True,1.998879736346305069301922779E-29,4.920657578500256974433079572E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0000,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,200,0,11,primary,3E-80,True,True,3,True,1,0,0,0,0,409.4313543243461388254690101,409.4313543243461388254690101,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0000,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,200,0,11,primary,0E-80,True,True,3,True,1,0,0,0,0,409.4313543243461388254690100,409.4313543243461388254690100,True,3.011551037463212056935139328E-29,4.818225141535780211234801560E-27,1E-25,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0001,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,0,15,primary,7.090380953608790992570191418E-29,True,True,4,True,1,0,0,0,0,368.2314480124484362302657967,368.2314480124484362302657967,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0001,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,0,15,primary,0.0,True,True,4,True,1,0,0,0,0,368.2314480124484362302657967,368.2314480124484362302657967,True,1.062895084565858154810702142E-28,9.933320080087925411614198562E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0002,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,50,25,10,primary,3E-80,True,True,2,True,1,0,0,0,0,172.8911141701490892713161166,172.8911141701490892713161166,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0002,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,50,25,10,primary,2E-80,True,True,2,True,1,0,0,0,0,172.8911141701490892713161166,172.8911141701490892713161166,True,1E-80,8.002228187533228734314465823E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0003,Randomized active-LP cancellation path.,reference_parallel_lmsr_reserve_residual,8,100,25,19,primary,2.316989624228930019503609430E-29,True,True,4,True,1,0,0,0,0E-28,592.1023932339193733788662023,592.1023932339193733788662023,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0003,Randomized active-LP cancellation path.,global_state_fungible_fees_reserve_residual,8,100,25,19,primary,1E-80,True,True,4,True,1,0,0,0,0E-28,592.1023932339193733788662023,592.1023932339193733788662023,True,7.831114440771950652241222631E-29,6.061730306831811422026885598E-27,0,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0004,Randomized active-LP cancellation path.,reference_parallel_lmsr_reserve_residual,3,100,0,16,primary,7.205642035458997915770141148E-29,True,True,2,True,1,0,0,0,0E-27,197.3360669500870833357421488,197.3360669500870833357421488,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0004,Randomized active-LP cancellation path.,global_state_fungible_fees_reserve_residual,3,100,0,16,primary,0E-80,True,True,2,True,1,0,0,0,0E-27,197.3360669500870833357421488,197.3360669500870833357421488,True,9.622263187029045598495007174E-29,1.337585972880516043372519443E-26,0,1E-28,True,0
monte_carlo,linear_lambda_0020_mc_0005,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,50,25,12,primary,5.082568129533239389103119162E-29,True,True,2,True,1,0,0,0,0,238.3491717397623696083977440,238.3491717397623696083977440,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0005,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,50,25,12,primary,2E-80,True,True,2,True,1,0,0,0,0,238.3491717397623696083977440,238.3491717397623696083977440,True,1.179018099147749637184228371E-30,1.032629756446431191850438839E-26,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0006,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,25,11,primary,1E-80,True,True,2,True,1,0,0,0,0,227.1322493776253874087434224,227.1322493776253874087434224,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0006,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,25,11,primary,0E-80,True,True,2,True,1,0,0,0,0,227.1322493776253874087434224,227.1322493776253874087434224,True,8.884737655164900311831080884E-29,1.135700523778690128362468403E-26,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0007,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,25,12,primary,4E-80,True,True,2,True,1,0,0,0,0,180.2114970311199630221802215,180.2114970311199630221802215,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0007,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,25,12,primary,2E-80,True,True,2,True,1,0,0,0,0,180.2114970311199630221802215,180.2114970311199630221802215,True,6.397260135347369472571484135E-29,8.120431043140793746069527201E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0008,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,100,0,15,primary,3.260359541416292103295782211E-29,True,True,4,True,1,0,0,0,0,469.6511251530314511374296221,469.6511251530314511374296221,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0008,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,100,0,15,primary,2E-80,True,True,4,True,1,0,0,0,0,469.6511251530314511374296221,469.6511251530314511374296221,True,2.254232821663933241046164546E-29,6.139490321281634299227956773E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0009,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,200,0,14,primary,4E-80,True,True,3,True,1,0,0,0,0,274.0618012082057462337290211,274.0618012082057462337290210,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0009,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,200,0,14,primary,1E-80,True,True,3,True,1,0,0,0,0,274.0618012082057462337290211,274.0618012082057462337290210,True,4.808041765883845666901512677E-29,6.180134616456550039093444592E-27,0,2E-28,True,0
monte_carlo,linear_lambda_0020_mc_0010,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,50,25,17,primary,2.490457608858611500256647166E-29,True,True,4,True,1,0,0,0,0,278.3217360203711902314316022,278.3217360203711902314316021,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0010,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,50,25,17,primary,1E-80,True,True,4,True,1,0,0,0,0,278.3217360203711902314316020,278.3217360203711902314316020,True,1.500699985184486801353183122E-28,1.129129414695125739308154022E-26,0,3E-28,True,0
monte_carlo,linear_lambda_0020_mc_0011,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,100,25,11,primary,4E-80,True,True,2,True,1,0,0,0,0,141.0298586695120931141187127,141.0298586695120931141187126,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0011,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,100,25,11,primary,2E-80,True,True,2,True,1,0,0,0,0,141.0298586695120931141187127,141.0298586695120931141187126,True,1.089474296175509088814613951E-29,1.298551221338009102642402747E-26,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0012,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,100,0,17,primary,2.952340769325929475342257131E-29,True,True,4,True,1,0,0,0,0,329.0567818215634563347804673,329.0567818215634563347804672,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0012,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,100,0,17,primary,0.0,True,True,4,True,1,0,0,0,0,329.0567818215634563347804672,329.0567818215634563347804672,True,1.692684073767628943108018355E-28,9.777696807643162532522209929E-27,0,5E-28,True,0
monte_carlo,linear_lambda_0020_mc_0013,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,100,0,15,primary,1E-80,True,True,2,True,1,0,0,0,0,163.9260453937630171476817580,163.9260453937630171476817580,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0013,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,100,0,15,primary,3E-80,True,True,2,True,1,0,0,0,0,163.9260453937630171476817580,163.9260453937630171476817580,True,4E-80,9.604336875086475394755806576E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0014,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,0,13,primary,1E-80,True,True,3,True,1,0,0,0,0,329.4569473398721185055052883,329.4569473398721185055052883,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0014,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,0,13,primary,0E-80,True,True,3,True,1,0,0,0,0,329.4569473398721185055052883,329.4569473398721185055052883,True,4.539846176355606535903969309E-29,6.523690672168356823958878045E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0015,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,200,0,13,primary,9.555547503631063762846839416E-30,True,True,3,True,1,0,0,0,0,259.4345200827870618535540687,259.4345200827870618535540687,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0015,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,200,0,13,primary,0E-80,True,True,3,True,1,0,0,0,0,259.4345200827870618535540687,259.4345200827870618535540687,True,1.793300127662170455207266613E-28,9.660694146122665734397436796E-27,2E-26,6E-28,True,0
monte_carlo,linear_lambda_0020_mc_0016,Randomized active-LP cancellation path.,reference_parallel_lmsr_reserve_residual,5,100,0,18,primary,3.589786184003064906022129521E-29,True,True,2,True,1,0,0,0,0E-28,278.0833877655361728037259295,278.0833877655361728037259295,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0016,Randomized active-LP cancellation path.,global_state_fungible_fees_reserve_residual,5,100,0,18,primary,0E-80,True,True,2,True,1,0,0,0,0E-28,278.0833877655361728037259295,278.0833877655361728037259295,True,7.650305327947129298962671795E-29,9.497492337859651877943439991E-27,0,1E-28,True,0
monte_carlo,linear_lambda_0020_mc_0017,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,0,12,primary,3.960068202814607367122981109E-30,True,True,3,True,1,0,0,0,0,492.6532098336696041009564219,492.6532098336696041009564219,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0017,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,0,12,primary,0E-80,True,True,3,True,1,0,0,0,0,492.6532098336696041009564219,492.6532098336696041009564219,True,7.395069604494919032209806667E-29,4.451235105968691527092887842E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0018,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,25,15,primary,3.356780551569418859230625236E-29,True,True,4,True,1,0,0,0,0,501.9434639785795108458517779,501.9434639785795108458517779,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0018,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,25,15,primary,1E-80,True,True,4,True,1,0,0,0,0,501.9434639785795108458517779,501.9434639785795108458517779,True,9.438825230203402236962640079E-29,6.462721645040202437974240957E-27,0,2E-28,True,0
monte_carlo,linear_lambda_0020_mc_0019,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,100,0,12,primary,7E-80,True,True,2,True,1,0,0,0,0,265.7847469564354412147124815,265.7847469564354412147124814,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0019,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,100,0,12,primary,2E-80,True,True,2,True,1,0,0,0,0,265.7847469564354412147124814,265.7847469564354412147124814,True,4.760260390284269509516626626E-29,6.038934130727919080557850405E-27,0,2E-28,True,0
monte_carlo,linear_lambda_0020_mc_0020,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,100,25,14,primary,1E-80,True,True,2,True,1,0,0,0,0,150.3501249741323075324304645,150.3501249741323075324304645,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0020,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,100,25,14,primary,1E-80,True,True,2,True,1,0,0,0,0,150.3501249741323075324304645,150.3501249741323075324304645,True,1.014404722797395809632570353E-29,1.730469054563071479492020994E-26,3E-26,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0021,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,0,12,primary,7.709329093858397694245009934E-29,True,True,3,True,1,0,0,0,0,286.2724754877957254370409636,286.2724754877957254370409636,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0021,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,0,12,primary,1E-80,True,True,3,True,1,0,0,0,0,286.2724754877957254370409636,286.2724754877957254370409636,True,8.506805349847178193318611132E-29,8.895722646222713581780064171E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0022,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,0,16,primary,1.013754644549734658425350895E-29,True,True,4,True,1,0,0,0,0,501.6126664726739467442041867,501.6126664726739467442041867,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0022,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,0,16,primary,0E-80,True,True,4,True,1,0,0,0,0,501.6126664726739467442041867,501.6126664726739467442041867,True,1.813068921013085036434732132E-29,5.663893561613345880446055772E-27,1E-26,2E-28,True,0
monte_carlo,linear_lambda_0020_mc_0023,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,25,18,primary,5.089780317548289383800606496E-29,True,True,4,True,1,0,0,0,0,329.3657887983590107326393202,329.3657887983590107326393202,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0023,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,25,18,primary,4E-80,True,True,4,True,1,0,0,0,0,329.3657887983590107326393202,329.3657887983590107326393202,True,1.520747028523896032661715767E-28,1.063452632494081539464020741E-26,0,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0024,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,200,0,11,primary,0.0,True,True,2,True,1,0,0,0,0,295.2811594905352819694085130,295.2811594905352819694085130,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0024,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,200,0,11,primary,0.0,True,True,2,True,1,0,0,0,0,295.2811594905352819694085130,295.2811594905352819694085130,True,0,9.777696807643162532522209929E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0025,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,100,25,11,primary,1.404073497189009019564879473E-29,True,True,3,True,1,0,0,0,0,315.0286549541800763566807858,315.0286549541800763566807858,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0025,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,100,25,11,primary,0E-80,True,True,3,True,1,0,0,0,0,315.0286549541800763566807858,315.0286549541800763566807858,True,1.014641884119050787062944868E-28,6.456406325009258972749208182E-27,0,1E-28,True,0
monte_carlo,linear_lambda_0020_mc_0026,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,0,14,primary,0E-80,True,True,2,True,1,0,0,0,0,289.8982039170837198558469091,289.8982039170837198558469091,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0026,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,0,14,primary,1E-80,True,True,2,True,1,0,0,0,0,289.8982039170837198558469091,289.8982039170837198558469091,True,3.191813349670616275532397204E-29,5.319253803344422179768208144E-27,0,1E-28,True,0
monte_carlo,linear_lambda_0020_mc_0027,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,100,0,10,primary,0.0,True,True,2,True,1,0,0,0,0,230.9042107975752625861958209,230.9042107975752625861958209,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0027,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,100,0,10,primary,0.0,True,True,2,True,1,0,0,0,0,230.9042107975752625861958209,230.9042107975752625861958209,True,0,8.721270887817605110560593681E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0028,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,200,0,13,primary,2E-80,True,True,2,True,1,0,0,0,0,151.1280046193069173672325622,151.1280046193069173672325622,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0028,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,200,0,13,primary,0E-80,True,True,2,True,1,0,0,0,0,151.1280046193069173672325622,151.1280046193069173672325622,True,4E-80,1.608405871700705350948173080E-26,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0029,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,25,14,primary,2.186733277876715472404504059E-29,True,True,4,True,1,0,0,0,0,376.3065029268754992074266026,376.3065029268754992074266026,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0029,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,25,14,primary,0E-80,True,True,4,True,1,0,0,0,0,376.3065029268754992074266026,376.3065029268754992074266026,True,2.331716228213909361847761826E-29,6.666801923557575907937499154E-27,1E-26,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0030,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,50,25,9,primary,1.429838702886655984986258789E-29,True,True,2,True,1,0,0,0,0,417.4952615055898086942080585,417.4952615055898086942080585,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0030,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,50,25,9,primary,0E-80,True,True,2,True,1,0,0,0,0,417.4952615055898086942080585,417.4952615055898086942080585,True,2.274333659518895603616775144E-29,5.022952398175088481921607588E-27,0,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0031,Randomized active-LP cancellation path.,reference_parallel_lmsr_reserve_residual,5,100,25,22,primary,5.306681179359757580371638827E-29,True,True,4,True,1,0,0,0,0E-28,319.4120362134913365706671985,319.4120362134913365706671985,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0031,Randomized active-LP cancellation path.,global_state_fungible_fees_reserve_residual,5,100,25,22,primary,2E-80,True,True,4,True,1,0,0,0,0E-28,319.4120362134913365706671985,319.4120362134913365706671985,True,6.170136514941397661658439839E-29,8.721270887817605110560593681E-27,3E-26,1E-27,True,0
